emp_no,first_name,last_name,from_date,title
259611,Shuichi,Marrakchi,1990-08-21,Senior Staff
105731,Sachem,Cromarty,1990-08-20,Assistant Engineer
251680,Moty,Sommen,1990-08-14,Senior Engineer
278953,Jeanna,Ghandeharizadeh,1990-08-11,Senior Engineer
256881,Ioana,Jakobus,1990-08-10,Senior Engineer
484756,Phule,Ruemmler,1990-08-09,Senior Engineer
447999,Shiv,Vilarrasa,1990-08-01,Engineer
258124,Mariusz,Zolotykh,1990-07-28,Senior Staff
403954,Jeanna,Bratten,1990-07-26,Senior Engineer
233397,Fay,Sundgren,1990-07-07,Senior Staff
277777,Herbert,Itzigehl,1990-07-04,Senior Engineer
243637,Marjo,Delgrange,1990-06-24,Staff
287583,Jovan,Hockney,1990-06-21,Engineer
59195,Ronnie,Pollock,1990-06-19,Technique Leader
15058,Bouchung,Bugrara,1990-06-18,Senior Staff
442096,Martijn,DiGiano,1990-06-15,Senior Engineer
425875,Jahangir,Kroft,1990-06-11,Senior Staff
221973,Sangeeta,Kalefeld,1990-06-06,Senior Staff
471911,Arun,Zaccaria,1990-05-31,Assistant Engineer
90292,Koichi,Assaf,1990-05-26,Senior Engineer
66807,Aiman,Rosaz,1990-05-22,Engineer
487988,Ekawit,Schaft,1990-05-20,Senior Staff
260501,Dzung,Pargas,1990-05-17,Technique Leader
230498,Kolar,Puppo,1990-04-25,Engineer
465711,Lakshmi,Frijda,1990-04-21,Engineer
443485,Marke,Klerer,1990-04-14,Senior Staff
60091,Surveyors,Bade,1990-04-11,Senior Staff
49010,Kazuhisa,Benantar,1990-03-30,Senior Staff
70990,Arumugam,Nitta,1990-03-23,Senior Engineer
81995,Sreekrishna,Brender,1990-03-22,Engineer
439905,Kousuke,Levasseur,1990-03-16,Senior Staff
80432,Stella,Figueira,1990-03-14,Senior Staff
420765,Shawna,Krider,1990-03-09,Staff
410372,Duri,Mitina,1990-03-04,Senior Engineer
281692,Khosrow,Sommen,1990-03-03,Senior Engineer
27620,Shuji,Kandlur,1990-03-02,Engineer
416383,Nectarios,Itschner,1990-03-02,Senior Engineer
488707,Mihalis,Remmers,1990-03-01,Staff
445067,Eldridge,Kawashima,1990-02-27,Engineer
30007,Kousuke,Vecchio,1990-02-23,Engineer
292404,Hongzue,Zultner,1990-02-22,Senior Staff
402718,Jeanna,Rettelbach,1990-02-14,Engineer
420877,Khosrow,Erez,1990-02-11,Senior Staff
14158,Caolyn,Setiz,1990-02-06,Senior Staff
89090,Tetsushi,Theuretzbacher,1990-02-01,Senior Staff
483978,Dung,Tanemo,1990-01-28,Senior Staff
60875,Rildo,Masaki,1990-01-14,Engineer
295278,Val,Barvinok,1990-01-02,Senior Engineer
218100,Jiong,Garnham,1990-01-02,Senior Staff
57934,Sanjoy,Boudaillier,1989-12-27,Engineer
295857,Kankanahalli,Ciolek,1989-12-26,Senior Staff
421033,Garnik,Randt,1989-12-23,Senior Staff
498838,Sanjay,Ciolek,1989-12-13,Senior Staff
232178,Etsuo,Anandan,1989-12-13,Senior Staff
460691,Munehiko,Gihr,1989-12-06,Senior Staff
17731,Gennady,Roison,1989-12-06,Assistant Engineer
259273,Xiahua,Gomatam,1989-12-01,Senior Engineer
17988,Mabhin,Calkin,1989-11-30,Engineer
90084,Renny,Bale,1989-11-22,Senior Engineer
44540,Mingzeng,Sadowski,1989-11-12,Senior Engineer
468659,Ranga,Lemarechal,1989-11-05,Engineer
77647,Niranjan,Schaaf,1989-11-05,Technique Leader
414897,Juyoung,Willoner,1989-11-03,Staff
82351,Stevo,Thambidurai,1989-10-27,Senior Staff
425780,Paris,Range,1989-10-25,Senior Staff
214634,Shirish,Vickson,1989-10-24,Senior Engineer
51060,Youngkon,Rohrbach,1989-10-20,Engineer
60959,Tetsushi,Sridhar,1989-10-19,Senior Staff
251437,Shichao,Iwayama,1989-10-17,Engineer
83509,Breannda,Collavizza,1989-10-12,Engineer
448918,Chiradeep,Arlazarov,1989-10-06,Senior Engineer
277316,Vitali,Rothenberg,1989-10-04,Staff
71685,Kristinn,Olano,1989-10-03,Senior Engineer
409898,Divier,Ishibashi,1989-09-22,Senior Engineer
213447,Armond,Perly,1989-09-14,Engineer
87714,Khun,Janetzko,1989-09-13,Assistant Engineer
98288,Sumali,Huttel,1989-09-12,Staff
261662,Berni,Assaf,1989-09-08,Senior Staff
242104,Richara,Sudkamp,1989-09-05,Senior Staff
265875,Fan,Marsiglia,1989-09-03,Engineer
467269,Nahum,Lambe,1989-08-31,Technique Leader
494995,Yongmao,Pouyioutas,1989-08-24,Senior Staff
447135,Gennady,Rouquie,1989-08-24,Senior Staff
95286,Kristin,Guerreiro,1989-08-23,Senior Engineer
290478,Tsvetan,Sherertz,1989-08-07,Assistant Engineer
292515,Bernd,Thummel,1989-08-03,Assistant Engineer
420557,Mabhin,Eastman,1989-08-02,Staff
89941,Arnould,Weedman,1989-07-28,Senior Staff
278549,Jaana,Werthner,1989-07-27,Senior Staff
455914,Peer,Angelopoulos,1989-07-23,Engineer
108988,Oksana,Baek,1989-07-20,Staff
72232,Naraig,Veldwijk,1989-07-10,Engineer
290009,Zijian,Rindone,1989-07-09,Staff
31147,Divine,Sidhu,1989-07-05,Senior Staff
208330,Shen,Flanders,1989-07-03,Staff
242500,Bingning,Iisaku,1989-06-26,Staff
73516,Qingxiang,Badache,1989-06-25,Engineer
480407,Deniz,Bennis,1989-06-24,Senior Engineer
257062,Stabislas,Pardalos,1989-06-21,Senior Engineer
109620,Mani,Cannata,1989-06-21,Senior Staff
216573,Ashish,Vidya,1989-06-16,Engineer
54632,Etsuo,Serot,1989-06-14,Senior Staff
68608,Yucai,Seghrouchni,1989-06-09,Engineer
225964,Mooi,Cooman,1989-06-07,Engineer
217551,Panayotis,Lukaszewicz,1989-06-06,Engineer
466367,Hiroyasu,Strandh,1989-06-05,Senior Staff
209565,Dante,Covnot,1989-05-28,Staff
469269,Weiyi,Codenie,1989-05-27,Engineer
35044,Jiang,Waschkowski,1989-05-27,Engineer
429238,Mona,Luck,1989-05-11,Senior Staff
251301,Pintsang,Impagliazzo,1989-05-06,Senior Staff
282894,Fay,Bellmore,1989-05-03,Senior Engineer
241567,Emran,Miara,1989-05-02,Engineer
18617,Surveyors,Crouzet,1989-04-24,Senior Staff
56105,Makato,Remmers,1989-04-16,Engineer
273159,Divine,Hofmeyr,1989-04-14,Technique Leader
400358,Angus,Jullig,1989-04-13,Engineer
260399,Hatem,Birsak,1989-04-10,Senior Staff
65998,Mandell,Alameldin,1989-04-08,Senior Staff
484126,Manton,Lueh,1989-04-07,Senior Staff
427776,Jaques,Navazio,1989-04-04,Senior Staff
288142,Shay,Heystek,1989-04-01,Senior Staff
480268,Gaurav,Cheshire,1989-03-30,Technique Leader
20885,Otmar,Rothenberg,1989-03-14,Engineer
84179,Shuichi,Nanard,1989-03-14,Senior Engineer
24571,Cordelia,Gischer,1989-03-14,Engineer
74800,Yuuichi,Conde,1989-03-08,Assistant Engineer
296428,Charmane,Simmen,1989-03-07,Staff
63419,Hiroyasu,Seuren,1989-03-05,Senior Engineer
208653,Phillip,Schade,1989-03-03,Senior Engineer
47016,Toong,Litecky,1989-03-01,Senior Staff
447544,Stabislas,Kakkad,1989-02-19,Senior Staff
428917,Theron,Billawala,1989-02-17,Senior Engineer
475938,Shigeaki,Lanteri,1989-02-17,Senior Engineer
494088,Phule,Dahlbom,1989-02-06,Senior Engineer
214789,Arfst,Chepyzhov,1989-02-06,Senior Engineer
107828,Ramya,Walston,1989-02-03,Staff
273286,Brigham,Asmuth,1989-01-23,Engineer
211967,Anwar,Bain,1989-01-22,Engineer
250411,Ranga,Sommen,1989-01-20,Senior Staff
249866,Steen,Gubsky,1989-01-14,Staff
205500,Mary,Setiz,1989-01-13,Senior Engineer
421755,Shichao,Thiria,1989-01-11,Assistant Engineer
17970,Filipp,Carrere,1989-01-09,Technique Leader
456982,Shounak,Dratva,1989-01-05,Engineer
97018,Jeanna,Chinen,1989-01-01,Senior Engineer
231798,Goetz,Alvarado,1988-12-25,Engineer
28193,Xinglin,Mitsuhashi,1988-12-14,Engineer
423993,Seshu,Kolvik,1988-12-09,Technique Leader
416877,Gio,Orsini,1988-12-07,Staff
208147,Manu,Rothenberg,1988-12-06,Engineer
221126,Tesuya,dAstous,1988-11-29,Engineer
94761,Hitofumi,Zaccaria,1988-11-22,Engineer
458790,Ramya,Azadmanesh,1988-11-19,Senior Engineer
414543,Bernd,Anick,1988-11-19,Senior Engineer
424930,Xuejun,Reeker,1988-11-18,Senior Staff
34077,Angel,Sichman,1988-11-16,Senior Staff
452365,Fei,Gadepally,1988-11-13,Engineer
276472,Hideyuki,Flanders,1988-11-10,Senior Engineer
467441,Margareta,Bondorf,1988-11-07,Senior Engineer
201801,Waiman,Genin,1988-10-30,Senior Engineer
106695,Lijie,Garrabrants,1988-10-26,Staff
91648,Dmitry,Msuda,1988-10-22,Senior Staff
475087,Genevieve,Snedden,1988-10-21,Senior Engineer
469529,Neven,Rikino,1988-10-21,Senior Engineer
423038,Takushi,Strehl,1988-10-04,Senior Staff
90614,Yonghoan,Trogemann,1988-09-23,Assistant Engineer
228248,Yuriy,Plump,1988-09-08,Senior Staff
257378,Pascal,Bernatsky,1988-09-03,Staff
482885,Shaunak,Brizzi,1988-09-02,Engineer
441965,Claudi,Heijenga,1988-08-30,Senior Staff
60559,Jeanna,Stemann,1988-08-29,Engineer
91182,Lucien,Schwartzburd,1988-08-25,Engineer
284691,Theron,Ressouche,1988-08-17,Engineer
232209,Nitsan,Rouquie,1988-08-01,Engineer
462493,Paloma,Gerlach,1988-07-26,Engineer
498635,Florian,Pezzoli,1988-07-22,Staff
404236,Zengping,Kakkar,1988-07-22,Senior Engineer
282343,Xinglin,Haldar,1988-07-20,Senior Staff
103196,Djenana,Albarhamtoshy,1988-07-16,Senior Staff
19236,Elzbieta,Morris,1988-07-12,Engineer
109598,Stamatina,Auyong,1988-07-05,Senior Staff
447877,Make,Heuser,1988-07-02,Engineer
276445,Atilio,Randi,1988-07-02,Engineer
230126,Bezalel,Radivojevic,1988-07-02,Senior Staff
405015,Morris,Fargier,1988-06-29,Senior Staff
94944,Heping,Matheson,1988-06-24,Senior Engineer
491478,Gill,Varman,1988-06-18,Senior Staff
413205,Mototsugu,Prampolini,1988-06-12,Senior Staff
32649,Ingmar,Nannarelli,1988-06-10,Senior Staff
403621,Deborah,Kaminger,1988-06-04,Senior Staff
239748,Bilhanan,Dusink,1988-06-04,Senior Staff
249433,Ayonca,Matzov,1988-06-03,Engineer
275881,Jiann,Munro,1988-05-18,Senior Engineer
219035,Kristine,Bierman,1988-05-13,Technique Leader
227476,Macha,Schnabel,1988-05-11,Senior Engineer
465062,Stafford,Gist,1988-05-07,Engineer
463495,Alenka,Barriga,1988-05-06,Staff
89680,Aiman,Mawatari,1988-05-01,Engineer
46811,Junsik,Berendt,1988-04-27,Senior Engineer
89922,Alexius,Ibel,1988-04-24,Engineer
26788,Zongyan,Dalphin,1988-04-23,Engineer
449815,Fumitaka,Quittner,1988-04-20,Senior Staff
457411,Xudong,Peck,1988-04-18,Senior Engineer
413666,Remco,Duclos,1988-04-18,Senior Staff
93600,Kristina,Neimat,1988-04-18,Technique Leader
423350,Heping,Monarch,1988-04-15,Staff
109953,Godehard,Chorvat,1988-04-10,Senior Staff
79763,Sanjoy,Barreiro,1988-04-09,Senior Staff
407837,Fei,Erez,1988-04-02,Engineer
38103,Masasuke,Babu,1988-03-31,Engineer
280070,Niteen,Ebeling,1988-03-29,Senior Staff
106242,Nevio,Thisen,1988-03-25,Staff
466509,Bezalel,Verhoeff,1988-03-22,Engineer
109278,Bangqing,Schach,1988-03-22,Senior Staff
444099,Kousuke,Worfolk,1988-03-22,Senior Staff
29265,Gilbert,Calkin,1988-03-21,Senior Staff
41520,Xiong,Uhrik,1988-03-21,Senior Engineer
52970,Lobel,Werthner,1988-03-17,Engineer
295255,Jacopo,Bellone,1988-03-13,Technique Leader
436827,Wojceich,Limongiello,1988-03-10,Senior Staff
238422,Vishv,Angelov,1988-03-08,Senior Staff
430558,Xiong,Roisin,1988-03-01,Senior Engineer
40536,Harngdar,Bernardinello,1988-02-29,Engineer
64209,Golgen,Schoegge,1988-02-26,Senior Staff
201709,Fan,Kakkad,1988-02-25,Senior Staff
58147,Shigenori,Sullins,1988-02-24,Senior Staff
87783,Conor,Thorensen,1988-02-24,Senior Engineer
84942,Shin,Fujisaki,1988-02-23,Technique Leader
483675,Hausi,Kamber,1988-02-16,Senior Engineer
284561,Duri,Beznosov,1988-02-15,Senior Engineer
284711,Martijn,Azevdeo,1988-02-10,Senior Engineer
492677,Goetz,McAffer,1988-02-05,Engineer
222206,Stein,Uludag,1988-01-30,Senior Staff
90518,Fumiko,Chepyzhov,1988-01-28,Senior Staff
287609,Sailaja,Negoita,1988-01-20,Senior Engineer
72918,Takahira,Szilard,1988-01-16,Senior Staff
44959,Volkmar,Uhrik,1988-01-16,Engineer
22926,Manibrata,Genther,1988-01-15,Engineer
401574,Yannik,Falco,1988-01-15,Technique Leader
440642,Snehasis,Kalsbeek,1988-01-06,Staff
257469,Anyuan,Hanratty,1988-01-06,Senior Staff
224934,George,Miake,1988-01-02,Senior Staff
428219,Ghassan,Androutsos,1987-12-26,Staff
233114,Alselm,Gargeya,1987-12-25,Senior Engineer
418717,Arunachalam,Magliocco,1987-12-23,Senior Staff
296718,Kamakshi,Bahl,1987-12-22,Senior Engineer
457776,Florian,Siepmann,1987-12-21,Senior Engineer
42778,Shuji,Remmers,1987-12-18,Senior Staff
424805,Jacqueline,Zallocco,1987-12-17,Staff
455726,Qiwen,Kriebel,1987-12-13,Senior Staff
437276,Dines,DeMori,1987-12-07,Senior Staff
80731,Shaowen,Eldridge,1987-12-05,Senior Staff
58819,Gennady,Liesche,1987-12-02,Senior Staff
48275,Sariel,Massonet,1987-11-20,Senior Staff
426168,Kaijung,Mateescu,1987-11-18,Senior Staff
206966,Tzu,Sichman,1987-11-17,Engineer
487505,Uno,Jayawardene,1987-11-02,Staff
209712,Nimmagadda,Baak,1987-10-30,Engineer
259237,Palash,Gammage,1987-10-23,Senior Staff
217387,Jianhao,Molenaar,1987-10-22,Engineer
92454,Visit,McFarlan,1987-10-22,Senior Engineer
45162,Dulce,Speel,1987-10-19,Engineer
63631,Falguni,Cherinka,1987-10-15,Senior Engineer
41609,Yucai,Simmen,1987-10-13,Senior Staff
238949,Minghong,Cronin,1987-10-04,Senior Staff
406125,Georgi,Portugali,1987-09-27,Technique Leader
59869,Zsolt,Riefers,1987-09-25,Senior Staff
423214,Tsutomu,Tetzlaff,1987-09-24,Staff
10476,Kokou,Iisaka,1987-09-20,Senior Staff
402025,Shigehito,Duclos,1987-09-20,Engineer
296664,Dipayan,Geffroy,1987-09-17,Senior Engineer
416660,Nathalie,Luke,1987-09-16,Assistant Engineer
55857,Adin,Scallan,1987-09-15,Senior Staff
295236,Kauko,Fujisawa,1987-09-13,Senior Engineer
290441,Gregory,Collavizza,1987-09-09,Senior Staff
267667,Irena,Kaiserswerth,1987-09-05,Staff
246146,Zhongwei,Melski,1987-09-04,Engineer
261184,Masako,Kornatzky,1987-08-29,Senior Engineer
278452,Sudhanshu,Toyoshima,1987-08-29,Senior Staff
474796,Zongyan,Shackel,1987-08-17,Technique Leader
38168,Fumiko,Deverell,1987-08-15,Senior Staff
207401,Shuji,Barbanera,1987-08-10,Senior Staff
457070,Gay,Plavsic,1987-08-06,Senior Staff
265558,Susuma,Kleiser,1987-08-02,Senior Staff
233785,Baziley,Ballarin,1987-07-28,Senior Staff
432261,Arve,Bergere,1987-07-28,Senior Engineer
456767,Tetsurou,Schreiter,1987-07-17,Senior Staff
450817,DAIDA,Frolund,1987-07-17,Engineer
91172,Kazuhisa,Melter,1987-07-16,Staff
200363,Kirk,Quaggetto,1987-06-30,Engineer
266310,Zvonko,Serdy,1987-06-24,Senior Staff
256856,Hongzue,Barbanera,1987-06-17,Senior Staff
55799,Jianwen,Litzler,1987-06-17,Engineer
19803,Ziva,Kowalchuk,1987-06-13,Engineer
498456,Geraldo,Gerteisen,1987-06-05,Senior Staff
84236,Eberhardt,Barriga,1987-06-04,Senior Staff
421384,Renny,Bednarek,1987-06-01,Senior Staff
293080,Hideyuki,Slaats,1987-05-30,Senior Staff
411070,Otmar,Brandsma,1987-05-28,Senior Engineer
219047,Aemilian,Kusalik,1987-05-27,Engineer
262208,Mrinalini,Holburn,1987-05-23,Senior Staff
401154,Danae,Kragelund,1987-05-20,Senior Staff
215629,Munehiro,Manders,1987-05-18,Senior Staff
269728,Naftali,Kragelund,1987-05-16,Senior Staff
416074,Alain,Lieberherr,1987-05-11,Senior Engineer
67320,Sadok,Lorys,1987-05-10,Senior Staff
18021,Adil,Matzke,1987-05-08,Engineer
484142,Perry,Cooman,1987-04-23,Senior Staff
290467,Shaowen,Poulakidas,1987-04-15,Senior Staff
244820,Shigenori,Hertweck,1987-04-13,Engineer
235368,Anneli,Joslin,1987-04-12,Senior Engineer
74668,Masako,Bonifati,1987-04-09,Senior Staff
215843,Pramod,Loncour,1987-03-31,Senior Staff
10291,Dipayan,Seghrouchni,1987-03-30,Senior Staff
244624,Boaz,Seuren,1987-03-27,Senior Staff
202950,Giordano,Pietrzykowski,1987-03-26,Senior Staff
83805,Manohar,Harllee,1987-03-11,Senior Engineer
36521,Serif,Gladwell,1987-03-06,Senior Staff
432031,Adamantios,Matzat,1987-03-01,Senior Staff
239244,Abdulla,Kitai,1987-02-20,Senior Staff
38550,JoAnne,Baez,1987-02-16,Senior Engineer
435289,Feixiong,Schurmann,1987-02-15,Senior Staff
107486,Siamak,Luiz,1987-02-11,Senior Engineer
250748,Kish,Turnbull,1987-02-10,Senior Engineer
229220,Fabrizio,Lichtman,1987-02-09,Engineer
401420,Florian,Uhrig,1987-01-31,Senior Staff
24553,Anwar,Passafiume,1987-01-30,Senior Staff
105520,Haldun,Lienhardt,1987-01-29,Senior Staff
402664,Subhada,Janetzko,1987-01-25,Senior Engineer
445226,Oscar,Baumann,1987-01-22,Engineer
293280,Moti,Steenbeek,1987-01-22,Engineer
47515,Naraig,Jenevein,1987-01-18,Senior Engineer
62033,Heeju,Cappelli,1987-01-15,Engineer
91415,Jamaludin,Nilsson,1987-01-15,Staff
280648,Heeju,Lorys,1986-12-27,Engineer
458726,Shahaf,Kitai,1986-12-26,Staff
450309,Gill,Orlowska,1986-12-25,Technique Leader
279791,Chiranjit,Lyonns,1986-12-24,Engineer
34446,Chinhyun,Bauknecht,1986-12-19,Senior Engineer
14907,Nakhoon,Luga,1986-12-18,Senior Staff
485579,Munehiro,Iwayama,1986-12-16,Senior Engineer
23396,Hilari,Fairtlough,1986-12-15,Technique Leader
263439,Atreye,Kabayashi,1986-12-15,Senior Engineer
71188,Pranjal,Schapiro,1986-12-14,Senior Staff
485489,Keiichiro,Armand,1986-12-14,Senior Engineer
79606,Arnd,Peir,1986-12-11,Senior Engineer
210752,Saniya,Stenning,1986-12-10,Senior Staff
87729,Yongmin,Roccetti,1986-12-10,Senior Staff
257484,Shaowei,Nicolson,1986-12-07,Staff
427313,Utpal,Kemmerer,1986-12-04,Senior Staff
40983,Marla,Cherinka,1986-12-01,Technique Leader
429381,Limsoon,Roohalamini,1986-11-26,Staff
479407,Randi,Tomescu,1986-11-25,Senior Engineer
106710,Babette,Anandan,1986-11-22,Senior Staff
447613,Paris,Restivo,1986-11-21,Senior Engineer
406714,Malu,Ossenbruggen,1986-11-21,Staff
432121,Alair,Straney,1986-11-15,Senior Staff
202826,Kerhong,Matzke,1986-11-14,Senior Engineer
431657,Visit,Thiran,1986-11-14,Engineer
401278,Oguz,Schurmann,1986-11-11,Engineer
227354,Gio,Murtha,1986-11-11,Engineer
56428,Olivera,Hanabata,1986-11-10,Senior Staff
420694,Frazer,Barbanera,1986-11-04,Senior Staff
401333,Martins,Shokrollahi,1986-11-04,Senior Engineer
408654,Yongqiao,Cochrane,1986-10-27,Senior Staff
491632,Gadiel,Perly,1986-10-20,Senior Staff
76189,Kolar,Hinsberger,1986-10-20,Engineer
29679,Kolar,Steenbeek,1986-10-18,Senior Engineer
285396,Lena,Kohling,1986-10-04,Engineer
280420,Jahangir,Hofting,1986-09-28,Senior Staff
64487,Tsutomu,Rebaine,1986-09-17,Engineer
274271,Prodip,Ritcey,1986-09-10,Senior Staff
16461,Remmert,Schahn,1986-09-06,Senior Staff
226227,Herbert,Erva,1986-09-06,Senior Engineer
92846,Anyuan,Kropatsch,1986-09-05,Senior Staff
298339,King,Benzmuller,1986-09-04,Engineer
429703,Ung,Honglei,1986-09-02,Senior Staff
28974,Chenxi,Sundgren,1986-09-02,Senior Engineer
481764,Teiji,Marrakchi,1986-08-26,Senior Engineer
425535,Alagu,Vieri,1986-08-23,Staff
445570,Van,Nations,1986-08-11,Technique Leader
416420,Adamantios,Heemskerk,1986-08-08,Senior Staff
464303,Abdelghani,Nyrup,1986-08-02,Senior Staff
217272,Yuchang,Eldridge,1986-08-01,Senior Staff
216054,Sahrah,Angiulli,1986-07-31,Staff
486958,Tonny,Kropf,1986-07-30,Senior Engineer
294857,Caolyn,Ozeri,1986-07-29,Engineer
270084,Ulises,Frolund,1986-07-26,Staff
426795,Huican,Lunn,1986-07-23,Staff
30465,Randi,Avouris,1986-07-16,Engineer
229547,Moni,Schach,1986-07-04,Senior Staff
234739,Foong,Aamodt,1986-06-28,Senior Engineer
275801,Ayakannu,Heinisuo,1986-06-28,Senior Staff
85874,Pasqua,Taubman,1986-06-23,Senior Staff
75354,Shuky,Jakobus,1986-06-16,Engineer
20100,Utz,Heuter,1986-06-15,Senior Staff
450255,Udo,Waymire,1986-06-14,Technique Leader
293329,Fumiya,Griswold,1986-06-12,Senior Engineer
451275,Bedrich,Isard,1986-06-07,Senior Staff
38593,Huei,Orsini,1986-06-04,Engineer
277829,Michaela,Fandrianto,1986-06-02,Senior Engineer
52386,Adas,Denti,1986-05-30,Senior Staff
230689,Dietrich,Crabtree,1986-05-24,Senior Staff
244873,Arunachalam,Oppitz,1986-05-20,Senior Staff
432956,Qunsheng,Birrer,1986-05-13,Staff
36626,Fen,Genin,1986-05-09,Senior Staff
52778,Alain,Penn,1986-05-03,Technique Leader
266862,Mart,Plumb,1986-04-21,Senior Staff
40773,Shimshon,Aingworth,1986-04-13,Senior Staff
460920,Remzi,Mitzlaff,1986-04-06,Senior Staff
71243,Kinh,Buchter,1986-03-29,Engineer
470456,Reuven,Oehlmann,1986-03-29,Senior Staff
472950,Weidon,Fordan,1986-03-27,Senior Engineer
408019,Shridhar,Chleq,1986-03-22,Engineer
415563,Mrinalini,Bierbaum,1986-03-12,Engineer
77030,Faiza,Garnham,1986-03-02,Technique Leader
276027,Holgard,Stavenow,1986-02-28,Staff
290563,Shigehiro,Oxenboll,1986-02-26,Senior Engineer
293752,Jungsoon,Bail,1986-02-18,Senior Staff
204471,Franziska,Maginnis,1986-02-17,Engineer
53874,Bodo,Schade,1986-02-14,Senior Staff
51142,Rosine,Lakshmanan,1986-01-31,Engineer
272285,Gully,Mitchem,1986-01-22,Senior Staff
240236,True,Tischendorf,1986-01-19,Engineer
79895,Fei,Murtagh,1986-01-19,Senior Staff
292828,Ziya,Tokunaga,1986-01-08,Engineer
54198,Shaowen,Segond,1986-01-06,Engineer
99373,Xiaobin,Christianini,1985-12-25,Staff
288028,Kauko,Narwekar,1985-12-16,Senior Engineer
453723,Arne,Kohling,1985-12-13,Engineer
30182,Leon,Potthoff,1985-12-08,Engineer
470472,Zhiguo,Staudhammer,1985-12-03,Engineer
298577,Florina,Litecky,1985-12-02,Senior Staff
21843,Karsten,Azadmanesh,1985-11-29,Senior Engineer
281859,Masanao,Papastamatiou,1985-11-25,Senior Engineer
446424,DAIDA,Nooteboom,1985-11-24,Engineer
38043,Michaela,Randi,1985-11-23,Engineer
449984,Hinrich,Perin,1985-11-20,Engineer
294461,Siddarth,Rosiles,1985-11-18,Senior Engineer
108091,Hisao,Ghemri,1985-11-14,Senior Staff
233818,Kellie,Heydon,1985-11-11,Senior Engineer
80067,Kazuhisa,Weiland,1985-11-09,Senior Staff
220029,Demos,Asser,1985-11-04,Senior Engineer
289687,Fai,Maccarone,1985-10-30,Staff
444208,Irena,Cesareni,1985-10-30,Senior Staff
472790,Zhenbing,Ibel,1985-10-29,Senior Engineer
262439,Lorien,Lagarias,1985-10-10,Staff
251166,Hinrich,Hooghiemstra,1985-10-05,Senior Staff
426958,Weijing,Viele,1985-10-03,Engineer
99654,Mahendra,Motley,1985-09-28,Senior Staff
213384,Pranas,Narwekar,1985-09-26,Engineer
445941,Masako,Dechter,1985-09-25,Technique Leader
414662,Ipke,Schneeberger,1985-09-20,Engineer
410028,Xiadong,McClurg,1985-09-17,Senior Staff
90692,Rajmohan,DasSarma,1985-09-14,Staff
86422,Jaewon,Thummel,1985-09-14,Senior Staff
429231,Kazuyasu,Schmiedel,1985-09-07,Senior Staff
247888,Abdelghani,Lagarias,1985-09-06,Senior Engineer
241667,Atilio,Olivero,1985-09-04,Engineer
465409,Shahid,Varman,1985-08-27,Senior Staff
266206,Zsolt,Anily,1985-08-19,Senior Staff
47262,Gonzalo,Binkley,1985-08-16,Engineer
96767,Arumugam,Vecchio,1985-08-14,Engineer
73233,Shigeo,Merey,1985-07-30,Senior Engineer
80889,Shigeo,Linnainmaa,1985-07-30,Senior Engineer
262210,Chinho,Bottner,1985-07-29,Assistant Engineer
295254,Xuejun,Pfau,1985-07-24,Senior Staff
224335,Perry,Chachaty,1985-07-22,Engineer
404462,Anestis,Setlzner,1985-07-13,Engineer
475965,Rimon,Pietracaprina,1985-07-10,Engineer
295030,Fun,Keirsey,1985-07-09,Senior Staff
255466,Huan,Roccetti,1985-07-03,Senior Engineer
441197,Miquel,Legleitner,1985-06-28,Senior Staff
284687,Oksana,Redmiles,1985-06-22,Senior Engineer
420476,Mariangiola,Bolsens,1985-06-15,Senior Staff
434845,Takushi,Skogmar,1985-06-07,Senior Staff
248351,Jaana,Milicia,1985-06-02,Senior Staff
465874,Herb,Picht,1985-05-31,Engineer
420086,Susuma,Kitsuregawa,1985-05-28,Engineer
78871,Conor,Ghandeharizadeh,1985-05-25,Senior Engineer
299737,Patricio,Itzfeldt,1985-05-21,Senior Staff
52038,Chikako,Armand,1985-05-18,Senior Engineer
424797,Theron,Itschner,1985-05-16,Staff
86546,Oldrich,Woycyznski,1985-05-15,Engineer
457489,Berna,Ranst,1985-05-14,Engineer
39341,Mahmut,Lampe,1985-05-11,Engineer
40283,Sudhanshu,Boissier,1985-05-11,Engineer
465076,Tokuyasu,Ghelli,1985-05-05,Senior Engineer
64790,Shin,Piveteau,1985-04-19,Engineer
236591,Insup,Reinhard,1985-04-08,Staff
263926,Fusako,Schwartzbauer,1985-04-07,Senior Staff
88422,Jungsoon,Birsak,1985-04-03,Technique Leader
240340,Mack,Staylopatis,1985-04-02,Senior Engineer
204246,Arve,Worfolk,1985-04-01,Staff
211858,Domenico,Ratnaker,1985-03-24,Senior Engineer
89048,Otmar,Birjandi,1985-03-23,Engineer
208784,Pranjal,Juneja,1985-03-21,Senior Engineer
458134,Thanasis,Standera,1985-03-20,Senior Staff
445152,Heping,Peac,1985-03-20,Staff
216375,Byong,Gustavson,1985-03-12,Senior Engineer
289454,Bowen,Narwekar,1985-03-08,Senior Engineer
67934,Aiman,Gargeya,1985-03-07,Engineer
53597,Jiafu,Marchegay,1985-03-02,Engineer
418309,Danel,Petereit,1985-02-21,Engineer
50670,Boguslaw,Snedden,1985-02-20,Senior Staff
403010,Toshimitsu,Sluis,1985-02-18,Senior Engineer
37070,Jeong,Undy,1985-02-13,Senior Staff
469867,Hein,Jonsson,1985-02-12,Staff
